zip_path,task_name,basis_folder,modality,task_type,dimension,variant,passed,total,accuracy
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,3,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,5,15,30,0.5
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,0_extreme,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,0_low,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,0_medium,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,3_extreme,18,30,0.6
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,3_low,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,3_medium,28,30,0.933333
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,0_1f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,0_2f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,0_4f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,3_1f,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,3_2f,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_5_20251101_20260415_221122.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,3_4f,26,30,0.866667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,adversarial_confound,dense,23,30,0.766667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,adversarial_confound,extreme,18,30,0.6
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,baseline,baseline,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,combined,easy,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,combined,hard,15,30,0.5
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,combined,medium,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,extreme,24,30,0.8
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,high,26,30,0.866667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,low,28,30,0.933333
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,medium,27,30,0.9
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,disjunction,easy,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,disjunction,hard,13,30,0.433333
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,negation,easy,26,30,0.866667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,negation,hard,19,30,0.633333
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,noise_width,n0,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,noise_width,n1,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,noise_width,n2,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,position,back_loaded,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,position,clustered,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,position,front_loaded,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,position,random,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,rule_arity,1f,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,rule_arity,2f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,rule_arity,3f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,rule_arity,4f,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,l,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,m,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,s,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,xl,26,30,0.866667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,xs,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,xxl,26,30,0.866667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,0,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,1,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,3,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,5,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,0_extreme,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,0_low,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,0_medium,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,3_extreme,25,30,0.833333
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,3_low,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,3_medium,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,0_1f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,0_2f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,0_4f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,3_1f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,3_2f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_opus_4_6_default_20260415_221151.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,3_4f,28,30,0.933333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,adversarial_confound,dense,16,30,0.533333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,adversarial_confound,extreme,16,30,0.533333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,baseline,baseline,27,30,0.9
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,combined,easy,23,30,0.766667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,combined,hard,17,30,0.566667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,combined,medium,18,30,0.6
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,extreme,16,30,0.533333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,high,16,30,0.533333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,low,26,30,0.866667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,medium,21,30,0.7
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,disjunction,easy,16,30,0.533333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,disjunction,hard,10,30,0.333333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,negation,easy,22,30,0.733333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,negation,hard,21,30,0.7
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,noise_width,n0,20,30,0.666667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,noise_width,n1,23,30,0.766667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,noise_width,n2,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,position,back_loaded,22,30,0.733333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,position,clustered,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,position,front_loaded,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,position,random,21,30,0.7
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,rule_arity,1f,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,rule_arity,2f,24,30,0.8
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,rule_arity,3f,21,30,0.7
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,rule_arity,4f,26,30,0.866667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,l,8,30,0.266667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,m,18,30,0.6
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,s,21,30,0.7
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,xl,4,30,0.133333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,xs,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,set_size,xxl,10,30,0.333333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,0,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,1,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,3,24,30,0.8
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count,5,15,30,0.5
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,0_extreme,27,30,0.9
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,0_low,27,30,0.9
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,0_medium,27,30,0.9
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,3_extreme,17,30,0.566667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,3_low,28,30,0.933333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_confound,3_medium,24,30,0.8
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,0_1f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,0_2f,30,30,1.0
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,0_4f,25,30,0.833333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,3_1f,29,30,0.966667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,3_2f,26,30,0.866667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_5_20250929_20260415_221053.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,target_count_x_rule_arity,3_4f,23,30,0.766667
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,adversarial_confound,dense,12,30,0.4
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,adversarial_confound,extreme,6,30,0.2
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,baseline,baseline,28,30,0.933333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,combined,easy,27,30,0.9
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,combined,hard,4,30,0.133333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,combined,medium,3,30,0.1
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,extreme,13,30,0.433333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,high,16,30,0.533333
selective_attention/feature_sensitive/text/counting/anthropic_claude_sonnet_4_6_default_20260415_221113.log,selective attention - feature sensitive text counting,feature_sensitive,text,counting,confound,low,27,30,0.9
